SUMMARY OF RUN ./data/case1/case1.data -- 332 time step
Row 1
	        TIME	      NRiter	      LSiter	         FPR	      Volume	        FOPR	        FOPT	        FGPR	        FGPT	        FWPR
	         DAY	           -	           -	        PSIA	         Ft3	     STB/DAY	         STB	    MSCF/DAY	        MSCF	     STB/DAY
	           -	           -	           -	           -	 Hydrocarbon	           -	           -	           -	           -	           -
	       0.010	           3	           7	 4.79425e+03	 2.64618e+09	 2.00000e+04	 2.00000e+02	 2.54000e+04	 2.54000e+02	 1.75311e-03
	       0.110	          11	          33	 4.79469e+03	 2.64618e+09	 2.00000e+04	 2.20000e+03	 2.52532e+04	 2.77932e+03	 5.13829e-03
	       0.210	          16	          49	 4.79507e+03	 2.64618e+09	 2.00000e+04	 4.20000e+03	 2.50685e+04	 5.28617e+03	 6.11972e-03
	       0.329	          20	          61	 4.79556e+03	 2.64619e+09	 2.00000e+04	 6.57628e+03	 2.58672e+04	 8.35956e+03	 7.02099e-03
	       0.389	          23	          69	 4.79577e+03	 2.64619e+09	 2.00000e+04	 7.77252e+03	 2.63985e+04	 9.93850e+03	 7.45266e-03
	       0.508	          26	          80	 4.79620e+03	 2.64619e+09	 2.00000e+04	 1.01650e+04	 2.74230e+04	 1.32189e+04	 8.29293e-03
	       0.747	          32	         100	 4.79709e+03	 2.64620e+09	 2.00000e+04	 1.49499e+04	 2.81179e+04	 1.99460e+04	 9.47089e-03
	       1.000	          37	         117	 4.79801e+03	 2.64621e+09	 2.00000e+04	 2.00000e+04	 2.77843e+04	 2.69617e+04	 1.01560e-02
	       1.379	          42	         130	 4.79939e+03	 2.64623e+09	 2.00000e+04	 2.75751e+04	 2.69692e+04	 3.71765e+04	 1.07135e-02
	       1.947	          48	         147	 4.80150e+03	 2.64625e+09	 2.00000e+04	 3.89379e+04	 2.66512e+04	 5.23179e+04	 1.13695e-02
	       2.799	          54	         164	 4.80458e+03	 2.64628e+09	 2.00000e+04	 5.59819e+04	 2.68004e+04	 7.51573e+04	 1.22665e-02
	       4.000	          58	         178	 4.80892e+03	 2.64632e+09	 2.00000e+04	 8.00000e+04	 2.67729e+04	 1.07309e+05	 1.31562e-02
	       6.104	          64	         198	 4.81651e+03	 2.64640e+09	 2.00000e+04	 1.22086e+05	 2.66934e+04	 1.63480e+05	 1.42328e-02
	       8.965	          69	         217	 4.82662e+03	 2.64650e+09	 2.00000e+04	 1.79305e+05	 2.67611e+04	 2.40043e+05	 1.53557e-02
	      11.965	          74	         234	 4.83690e+03	 2.64660e+09	 2.00000e+04	 2.39305e+05	 2.67935e+04	 3.20423e+05	 1.62582e-02
	      13.000	          77	         242	 4.84023e+03	 2.64664e+09	 2.00000e+04	 2.60000e+05	 2.67857e+04	 3.48139e+05	 1.65294e-02
	      15.069	          81	         256	 4.84717e+03	 2.64671e+09	 2.00000e+04	 3.01389e+05	 2.68196e+04	 4.03641e+05	 1.70262e-02
	      18.069	          86	         273	 4.85745e+03	 2.64681e+09	 2.00000e+04	 3.61389e+05	 2.68496e+04	 4.84190e+05	 1.76308e-02
	      21.069	          91	         291	 4.86755e+03	 2.64691e+09	 2.00000e+04	 4.21389e+05	 2.68364e+04	 5.64699e+05	 1.81253e-02
	      24.069	          96	         308	 4.87769e+03	 2.64701e+09	 2.00000e+04	 4.81389e+05	 2.68077e+04	 6.45122e+05	 1.85354e-02
	      27.069	         101	         326	 4.88777e+03	 2.64712e+09	 2.00000e+04	 5.41389e+05	 2.67573e+04	 7.25394e+05	 1.88748e-02
	      30.069	         106	         343	 4.89784e+03	 2.64722e+09	 2.00000e+04	 6.01389e+05	 2.66837e+04	 8.05446e+05	 1.91469e-02
	      33.069	         111	         362	 4.90789e+03	 2.64731e+09	 2.00000e+04	 6.61389e+05	 2.65914e+04	 8.85220e+05	 1.93570e-02
	      36.069	         116	         380	 4.91796e+03	 2.64742e+09	 2.00000e+04	 7.21389e+05	 2.64924e+04	 9.64697e+05	 1.95183e-02
	      39.069	         121	         397	 4.92798e+03	 2.64752e+09	 2.00000e+04	 7.81389e+05	 2.63868e+04	 1.04386e+06	 1.96363e-02
	      42.000	         125	         411	 4.93775e+03	 2.64762e+09	 2.00000e+04	 8.40000e+05	 2.62713e+04	 1.12085e+06	 1.97092e-02
	      45.000	         130	         430	 4.94776e+03	 2.64772e+09	 2.00000e+04	 9.00000e+05	 2.61419e+04	 1.19927e+06	 1.97431e-02
	      48.000	         134	         445	 4.95773e+03	 2.64782e+09	 2.00000e+04	 9.60000e+05	 2.60042e+04	 1.27728e+06	 1.97402e-02
	      50.000	         137	         456	 4.96429e+03	 2.64788e+09	 2.00000e+04	 1.00000e+06	 2.59107e+04	 1.32911e+06	 1.97242e-02
	      53.000	         141	         472	 4.97435e+03	 2.64798e+09	 2.00000e+04	 1.06000e+06	 2.57675e+04	 1.40641e+06	 1.96715e-02
	      56.000	         146	         492	 4.98433e+03	 2.64808e+09	 2.00000e+04	 1.12000e+06	 2.56248e+04	 1.48328e+06	 1.95947e-02
	      59.000	         151	         511	 4.99428e+03	 2.64819e+09	 2.00000e+04	 1.18000e+06	 2.54838e+04	 1.55973e+06	 1.94972e-02
	      62.000	         156	         532	 5.00426e+03	 2.64829e+09	 2.00000e+04	 1.24000e+06	 2.53454e+04	 1.63577e+06	 1.93817e-02
	      65.000	         160	         549	 5.01424e+03	 2.64839e+09	 2.00000e+04	 1.30000e+06	 2.52110e+04	 1.71140e+06	 1.92516e-02
	      68.000	         165	         568	 5.02420e+03	 2.64849e+09	 2.00000e+04	 1.36000e+06	 2.50742e+04	 1.78663e+06	 1.91040e-02
	      71.000	         169	         584	 5.03421e+03	 2.64859e+09	 2.00000e+04	 1.42000e+06	 2.49352e+04	 1.86143e+06	 1.89399e-02
	      74.000	         173	         600	 5.04419e+03	 2.64869e+09	 2.00000e+04	 1.48000e+06	 2.47984e+04	 1.93583e+06	 1.87632e-02
	      77.000	         177	         616	 5.05416e+03	 2.64879e+09	 2.00000e+04	 1.54000e+06	 2.46668e+04	 2.00983e+06	 1.85775e-02
	      80.000	         182	         635	 5.06419e+03	 2.64889e+09	 2.00000e+04	 1.60000e+06	 2.45399e+04	 2.08345e+06	 1.83838e-02
	      83.000	         186	         652	 5.07426e+03	 2.64899e+09	 2.00000e+04	 1.66000e+06	 2.44194e+04	 2.15671e+06	 1.81838e-02
	      86.000	         190	         669	 5.08432e+03	 2.64910e+09	 2.00000e+04	 1.72000e+06	 2.43076e+04	 2.22963e+06	 1.79792e-02
	      89.000	         194	         685	 5.09437e+03	 2.64920e+09	 2.00000e+04	 1.78000e+06	 2.42081e+04	 2.30225e+06	 1.77732e-02
	      92.000	         198	         701	 5.10445e+03	 2.64930e+09	 2.00000e+04	 1.84000e+06	 2.41251e+04	 2.37463e+06	 1.75705e-02
	      95.000	         202	         717	 5.11457e+03	 2.64940e+09	 2.00000e+04	 1.90000e+06	 2.40638e+04	 2.44682e+06	 1.73742e-02
	      98.000	         207	         738	 5.12467e+03	 2.64950e+09	 2.00000e+04	 1.96000e+06	 2.40246e+04	 2.51889e+06	 1.71865e-02
	     101.000	         212	         761	 5.13478e+03	 2.64960e+09	 2.00000e+04	 2.02000e+06	 2.40067e+04	 2.59091e+06	 1.70086e-02
	     104.000	         216	         779	 5.14491e+03	 2.64971e+09	 2.00000e+04	 2.08000e+06	 2.40056e+04	 2.66293e+06	 1.68379e-02
	     107.000	         220	         796	 5.15501e+03	 2.64981e+09	 2.00000e+04	 2.14000e+06	 2.40189e+04	 2.73499e+06	 1.66721e-02
	     110.000	         224	         815	 5.16512e+03	 2.64991e+09	 2.00000e+04	 2.20000e+06	 2.40477e+04	 2.80713e+06	 1.65135e-02
	     113.000	         229	         837	 5.17518e+03	 2.65001e+09	 2.00000e+04	 2.26000e+06	 2.40924e+04	 2.87941e+06	 1.63650e-02
	     116.000	         233	         855	 5.18522e+03	 2.65011e+09	 2.00000e+04	 2.32000e+06	 2.41474e+04	 2.95185e+06	 1.62246e-02
	     119.000	         237	         872	 5.19525e+03	 2.65021e+09	 2.00000e+04	 2.38000e+06	 2.42080e+04	 3.02447e+06	 1.60900e-02
	     122.000	         241	         889	 5.20526e+03	 2.65032e+09	 2.00000e+04	 2.44000e+06	 2.42692e+04	 3.09728e+06	 1.59566e-02
	     125.000	         245	         906	 5.21522e+03	 2.65042e+09	 2.00000e+04	 2.50000e+06	 2.43285e+04	 3.17027e+06	 1.58227e-02
	     128.000	         249	         923	 5.22518e+03	 2.65052e+09	 2.00000e+04	 2.56000e+06	 2.43885e+04	 3.24343e+06	 1.56921e-02
	     131.000	         253	         941	 5.23506e+03	 2.65062e+09	 2.00000e+04	 2.62000e+06	 2.44458e+04	 3.31677e+06	 1.55630e-02
	     134.000	         257	         959	 5.24495e+03	 2.65072e+09	 2.00000e+04	 2.68000e+06	 2.44978e+04	 3.39026e+06	 1.54323e-02
	     137.000	         261	         978	 5.25480e+03	 2.65082e+09	 2.00000e+04	 2.74000e+06	 2.45477e+04	 3.46391e+06	 1.53017e-02
	     140.000	         265	         996	 5.26462e+03	 2.65091e+09	 2.00000e+04	 2.80000e+06	 2.45970e+04	 3.53770e+06	 1.51726e-02
	     143.000	         269	        1013	 5.27442e+03	 2.65101e+09	 2.00000e+04	 2.86000e+06	 2.46428e+04	 3.61163e+06	 1.50427e-02
	     146.000	         273	        1030	 5.28415e+03	 2.65111e+09	 2.00000e+04	 2.92000e+06	 2.46865e+04	 3.68568e+06	 1.49132e-02
	     149.000	         277	        1048	 5.29389e+03	 2.65121e+09	 2.00000e+04	 2.98000e+06	 2.47270e+04	 3.75987e+06	 1.47828e-02
	     152.000	         281	        1065	 5.30356e+03	 2.65130e+09	 2.00000e+04	 3.04000e+06	 2.47647e+04	 3.83416e+06	 1.46525e-02
	     155.000	         285	        1082	 5.31325e+03	 2.65140e+09	 2.00000e+04	 3.10000e+06	 2.47958e+04	 3.90855e+06	 1.45193e-02
	     158.000	         289	        1099	 5.32288e+03	 2.65150e+09	 2.00000e+04	 3.16000e+06	 2.48229e+04	 3.98302e+06	 1.43859e-02
	     161.000	         293	        1116	 5.33249e+03	 2.65160e+09	 2.00000e+04	 3.22000e+06	 2.48468e+04	 4.05756e+06	 1.42526e-02
	     164.000	         297	        1133	 5.34208e+03	 2.65170e+09	 2.00000e+04	 3.28000e+06	 2.48704e+04	 4.13217e+06	 1.41201e-02
	     167.000	         301	        1151	 5.35161e+03	 2.65179e+09	 2.00000e+04	 3.34000e+06	 2.48953e+04	 4.20685e+06	 1.39890e-02
	     170.000	         305	        1169	 5.36115e+03	 2.65189e+09	 2.00000e+04	 3.40000e+06	 2.49164e+04	 4.28160e+06	 1.38553e-02
	     173.000	         309	        1187	 5.37065e+03	 2.65198e+09	 2.00000e+04	 3.46000e+06	 2.49445e+04	 4.35644e+06	 1.37250e-02
	     176.000	         313	        1206	 5.38010e+03	 2.65208e+09	 2.00000e+04	 3.52000e+06	 2.49792e+04	 4.43137e+06	 1.35997e-02
	     179.000	         318	        1231	 5.38955e+03	 2.65218e+09	 2.00000e+04	 3.58000e+06	 2.50086e+04	 4.50640e+06	 1.34718e-02
	     180.000	         320	        1239	 5.39262e+03	 2.65220e+09	 2.00000e+04	 3.60000e+06	 2.50173e+04	 4.53142e+06	 1.34286e-02
	     182.000	         323	        1254	 5.39888e+03	 2.65227e+09	 2.00000e+04	 3.64000e+06	 2.50342e+04	 4.58149e+06	 1.33439e-02
	     185.000	         328	        1280	 5.40825e+03	 2.65236e+09	 2.00000e+04	 3.70000e+06	 2.50549e+04	 4.65665e+06	 1.32176e-02
	     188.000	         333	        1305	 5.41761e+03	 2.65246e+09	 2.00000e+04	 3.76000e+06	 2.50710e+04	 4.73186e+06	 1.30903e-02
	     191.000	         337	        1325	 5.42690e+03	 2.65255e+09	 2.00000e+04	 3.82000e+06	 2.50839e+04	 4.80711e+06	 1.29614e-02
	     194.000	         341	        1346	 5.43618e+03	 2.65264e+09	 2.00000e+04	 3.88000e+06	 2.50975e+04	 4.88241e+06	 1.28342e-02
	     197.000	         345	        1366	 5.44542e+03	 2.65274e+09	 2.00000e+04	 3.94000e+06	 2.51130e+04	 4.95775e+06	 1.27083e-02
	     200.000	         349	        1385	 5.45464e+03	 2.65283e+09	 2.00000e+04	 4.00000e+06	 2.51365e+04	 5.03316e+06	 1.25849e-02
	     203.000	         353	        1404	 5.46382e+03	 2.65292e+09	 2.00000e+04	 4.06000e+06	 2.51559e+04	 5.10862e+06	 1.24598e-02
	     206.000	         357	        1423	 5.47297e+03	 2.65302e+09	 2.00000e+04	 4.12000e+06	 2.51743e+04	 5.18415e+06	 1.23373e-02
	     209.000	         361	        1441	 5.48207e+03	 2.65311e+09	 2.00000e+04	 4.18000e+06	 2.51890e+04	 5.25971e+06	 1.22149e-02
	     212.000	         365	        1460	 5.49116e+03	 2.65320e+09	 2.00000e+04	 4.24000e+06	 2.52008e+04	 5.33532e+06	 1.20920e-02
	     215.000	         369	        1478	 5.50022e+03	 2.65329e+09	 2.00000e+04	 4.30000e+06	 2.52130e+04	 5.41095e+06	 1.19682e-02
	     218.000	         373	        1497	 5.50925e+03	 2.65338e+09	 2.00000e+04	 4.36000e+06	 2.52284e+04	 5.48664e+06	 1.18437e-02
	     221.000	         377	        1515	 5.51826e+03	 2.65347e+09	 2.00000e+04	 4.42000e+06	 2.52526e+04	 5.56240e+06	 1.17242e-02
	     224.000	         381	        1533	 5.52724e+03	 2.65356e+09	 2.00000e+04	 4.48000e+06	 2.52654e+04	 5.63819e+06	 1.16018e-02
	     227.000	         385	        1551	 5.53619e+03	 2.65365e+09	 2.00000e+04	 4.54000e+06	 2.52756e+04	 5.71402e+06	 1.14801e-02
	     230.000	         390	        1573	 5.54510e+03	 2.65374e+09	 2.00000e+04	 4.60000e+06	 2.52850e+04	 5.78988e+06	 1.13596e-02
	     233.000	         394	        1590	 5.55399e+03	 2.65383e+09	 2.00000e+04	 4.66000e+06	 2.52943e+04	 5.86576e+06	 1.12376e-02
	     236.000	         398	        1608	 5.56286e+03	 2.65392e+09	 2.00000e+04	 4.72000e+06	 2.53073e+04	 5.94168e+06	 1.11168e-02
	     239.000	         402	        1627	 5.57168e+03	 2.65401e+09	 2.00000e+04	 4.78000e+06	 2.53182e+04	 6.01764e+06	 1.09968e-02
	     242.000	         406	        1646	 5.58049e+03	 2.65410e+09	 2.00000e+04	 4.84000e+06	 2.53280e+04	 6.09362e+06	 1.08780e-02
	     245.000	         410	        1666	 5.58928e+03	 2.65419e+09	 2.00000e+04	 4.90000e+06	 2.53352e+04	 6.16963e+06	 1.07563e-02
	     248.000	         414	        1684	 5.59805e+03	 2.65428e+09	 2.00000e+04	 4.96000e+06	 2.53443e+04	 6.24566e+06	 1.06357e-02
	     251.000	         418	        1704	 5.60679e+03	 2.65436e+09	 2.00000e+04	 5.02000e+06	 2.53516e+04	 6.32171e+06	 1.05157e-02
	     254.000	         422	        1725	 5.61547e+03	 2.65445e+09	 2.00000e+04	 5.08000e+06	 2.53566e+04	 6.39778e+06	 1.03951e-02
	     257.000	         427	        1750	 5.62416e+03	 2.65454e+09	 2.00000e+04	 5.14000e+06	 2.53606e+04	 6.47386e+06	 1.02734e-02
	     260.000	         431	        1770	 5.63284e+03	 2.65463e+09	 2.00000e+04	 5.20000e+06	 2.53684e+04	 6.54997e+06	 1.01499e-02
	     263.000	         435	        1788	 5.64147e+03	 2.65472e+09	 2.00000e+04	 5.26000e+06	 2.53799e+04	 6.62611e+06	 1.00289e-02
	     266.000	         439	        1809	 5.65006e+03	 2.65480e+09	 2.00000e+04	 5.32000e+06	 2.53914e+04	 6.70228e+06	 9.90823e-03
